img_path,summary,category
mturk_charts/no_data_remaining/multi_col/638.png,"Not all issues divided the country along partisan lines. Americans across the political spectrum expressed rising worry about North Korea’s nuclear program following a series of increasingly advanced missile tests by the secretive Asian nation and an escalating war of words between Trump and the country’s leader, Kim Jong Un. Three-quarters of Americans said in October that they view North Korea’s nuclear program as a “major threat” to the U.S., up from 64% in January and as high a share as at any point since 2005. Majorities in both parties said the U.S. should take the North’s threats very seriously; that the North is really willing to follow through on its threats to use nuclear weapons against the U.S.; and that the North is capable of launching a missile that could reach the U.S. An overwhelming majority of Americans also said they believed Trump is “really willing” to use military force against North Korea.",good
mturk_charts/no_data_remaining/multi_col/639.png,"The national survey by Pew Research Center, conducted Nov. 29-Dec. 4 among 1,503 adults, finds that the public has negative assessments of the overall state of race relations in the U.S. A majority (56%) says race relations are generally bad, while 38% say they are generally good. Since May 2016, there has been an increase in the share of Americans who say race relations are getting worse – from 38% then to 44% today. Opinions about the overall state of race relations have grown more negative in recent years. Positive views reached a high shortly after Obama’s inauguration in 2009, when 66% said race relations were generally good. However, public views of race relations declined significantly in 2014 and 2015, following a number of high-profile shootings of unarmed black men. In August 2014, about as many said race relations were generally good (47%) as generally bad (44%). And by May 2015, views had grown even more negative: 61% called race relations generally bad, compared with just 34% who said they were generally good. A year later, in a major survey of the public’s attitudes about race and racial inequality, opinions about the state of race relations were divided (48% generally bad, 44% generally good). Today, a 56% majority expresses a negative view of race relations, while 38% say relations are generally good.",good
mturk_charts/no_data_remaining/multi_col/640.png,"As in the past, whites have a more positive view of race relations than do blacks or Hispanics. Currently, 40% of whites say race relations are generally good, compared with 28% of blacks and 33% of Hispanics who say this.",good
mturk_charts/no_data_remaining/multi_col/641.png,"The graph below shows how liberals and conservatives in Congress shared stories from different outlets, focusing only on the news outlets that were linked to most often (200 times or more) over the study period. A narrow boxed range in the graphic indicates the extent to which the outlet was linked to by liberals or conservatives in Congress. For example, Breitbart news was linked to nearly 700 times among Republican lawmakers (particularly more conservative Republicans) during the study period, and zero times by Democrats in Congress. On the opposite side of the spectrum, there were more than 1,100 links to the Huffington Post by congressional Democrats, but only 89 from Republican lawmakers. In contrast, outlets with a very wide boxed range – such as The Washington Post, The Hill and CNN – were linked to often by both liberals and conservatives in Congress. For example, news links to CNN were shared 1,011 times by Democrats in Congress during the study period, and 1,062 by congressional Republicans. After Trump won the 2016 presidential election, Democrats in Congress became increasingly likely to share national news on Facebook. Between Jan. 2, 2015, and Nov. 8, 2016 – the day of the presidential election – just 8% of congressional Democrats’ Facebook posts included links to national news stories. From Jan. 20 through July 20, 2017, however, that number doubled to 16%.",good
mturk_charts/no_data_remaining/multi_col/642.png,"After Trump won the 2016 presidential election, Democrats in Congress became increasingly likely to share national news on Facebook. Between Jan. 2, 2015, and Nov. 8, 2016 – the day of the presidential election – just 8% of congressional Democrats’ Facebook posts included links to national news stories. From Jan. 20 through July 20, 2017, however, that number doubled to 16%. The Center analyzed these reactions and found that, in response to posts from congressional Democrats, the proportion of reactions from the Facebook audience that used the “angry” button more than tripled after the election. From May 1 to Nov. 8, 2016, roughly 5% of reactions to national news links posted by congressional Democrats were “angry” reactions – yet between the election and July 20, 2017, fully 18% of all reactions to Democratic lawmakers’ news links were “angry.” Reactions to Republican-shared news links remained relatively stable. Between May 1 and Nov. 8, 2016, 9% of reactions to Republican posts were “angry,” compared with 10% between Nov. 9, 2016 and July 20, 2017.",good
mturk_charts/no_data_remaining/multi_col/643.png,"When they go to the store, which greeting do Americans prefer: “merry Christmas” or “happy holidays”? For some, this can be a sensitive question, but an increasing number of Americans do not seem to have strong feelings either way. About half of Americans (52%) now say it doesn’t matter how stores greet their customers over the holidays, up from 46% in 2012. About a third (32%) choose “merry Christmas” – down considerably from the 42% who said this five years ago. Republicans are much more likely than Democrats to say they prefer “merry Christmas.”",good
mturk_charts/no_data_remaining/multi_col/644.png,"As with many other attitudes, partisans’ trust in government tracks party control of the presidency. The share of Republicans and Republican-leaning independents who say they trust the government at least most of the time is higher today (22%) than during the Obama administration. Yet the current level of Republican trust in government is relatively low compared with past Republican administrations. The share of Republicans saying they trusted the government always or most of the time was much higher during most of George W. Bush’s presidency, and throughout the entire administrations of George H.W. Bush and Ronald Reagan. Just 15% of Democrats and Democratic leaners say they trust the federal government always or most of the time, which is lower than during the Obama administration and among the lowest levels of Democratic trust in government in the past 60 years. Democrats’ trust in government was about this low toward the end of Bush’s presidency in 2008.",good
mturk_charts/no_data_remaining/multi_col/645.png,"As with trust in the federal government, there has been little change in people’s feelings toward the government. As in the past, most say they are frustrated with the government (55%), while smaller shares are angry (24%) or basically content (17%).",good
mturk_charts/no_data_remaining/multi_col/646.png,"Nearly a year into Trump’s presidency, there has been a substantial increase in the share of Democrats expressing anger at the federal government. Currently, 29% of Democrats say they are angry at the government, which equals the share saying this in October 2006, before the midterm elections that year. About one-in-five Republicans (19%) say they are angry at the government, which is much lower than the share saying this through most of Obama’s administration. However, the share of Republicans expressing anger at the federal government is higher today than at points during the first six years of Bush’s presidency (question was not asked later in his administration).",good
mturk_charts/no_data_remaining/multi_col/647.png,"Israeli Prime Minister Benjamin Netanyahu receives extremely negative ratings from nations in the Middle East and North Africa. Only 7% in both Tunisia and Turkey, 1% in Jordan and 0% in Lebanon have a favorable view of Netanyahu. And the negative opinion in Jordan and Lebanon is particularly intense; 95% of Jordanians and 97% of Lebanese say they have a very unfavorable view.",good
